id,Age
74051,7.5647225
74052,7.152233
74053,10.5064
74054,9.342461
74055,7.664835
74056,12.681805
74057,10.716595
74058,7.9276175
74059,12.708021
74060,11.84835
74061,13.131264
74062,10.441165
74063,4.3041472
74064,12.067206
74065,5.2816486
74066,5.309547
74067,11.49124
74068,12.710875
74069,11.580309
74070,10.336185
74071,18.144897
74072,9.995927
74073,8.391294
74074,9.236687
74075,14.940443
74076,8.951217
74077,12.130773
74078,11.107071
74079,8.4588375
74080,10.189844
74081,11.172648
74082,8.968568
74083,10.122161
74084,12.26789
74085,12.510482
74086,6.612287
74087,9.638493
74088,12.342453
74089,8.850196
74090,10.30206
74091,8.423806
74092,9.535792
74093,9.123294
74094,10.161644
74095,17.731598
74096,11.898874
74097,6.799975
74098,5.7877054
74099,13.895228
74100,10.026389
74101,8.561739
74102,10.210203
74103,12.617169
74104,10.436874
74105,8.787006
74106,13.410111
74107,10.060571
74108,4.9879155
74109,11.982561
74110,4.7023544
74111,9.961632
74112,7.186045
74113,9.534068
74114,11.124169
74115,8.258649
74116,11.874132
74117,13.411478
74118,9.640553
74119,9.068438
74120,18.758411
74121,9.697371
74122,6.311511
74123,11.954542
74124,4.639727
74125,6.947771
74126,7.372535
74127,11.921817
74128,11.089567
74129,8.794723
74130,10.0946
74131,10.305498
74132,7.2190866
74133,11.6503525
74134,12.318987
74135,5.2215486
74136,6.5268483
74137,5.577282
74138,11.395388
74139,11.928666
74140,14.582391
74141,10.475073
74142,11.317528
74143,10.741631
74144,16.20545
74145,11.907952
74146,7.783929
74147,11.916863
74148,5.35882
74149,9.815806
74150,7.8305206
74151,9.451071
74152,13.094831
74153,9.919462
74154,8.730234
74155,6.624417
74156,12.783067
74157,11.724156
74158,10.034436
74159,9.4496155
74160,9.516559
74161,10.327061
74162,10.08475
74163,8.807677
74164,9.569727
74165,10.778649
74166,9.04764
74167,11.695467
74168,16.156063
74169,10.732142
74170,10.405671
74171,12.953414
74172,11.068413
74173,8.567874
74174,11.759188
74175,10.871581
74176,8.709816
74177,10.612864
74178,13.168828
74179,11.164265
74180,5.421596
74181,8.904494
74182,11.369155
74183,7.294262
74184,10.206135
74185,12.441963
74186,10.475004
74187,8.54341
74188,10.082328
74189,5.947918
74190,9.253561
74191,10.694582
74192,11.867641
74193,9.851825
74194,3.738626
74195,11.143258
74196,14.219347
74197,9.434685
74198,6.81792
74199,9.782953
74200,10.389138
74201,8.493112
74202,12.180153
74203,10.970417
74204,10.679167
74205,9.624549
74206,9.3507185
74207,8.598168
74208,13.220785
74209,16.883585
74210,10.904083
74211,7.285729
74212,8.931746
74213,11.844921
74214,11.373208
74215,9.429747
74216,7.6855345
74217,17.659086
74218,10.637787
74219,8.037308
74220,14.498205
74221,7.2636466
74222,11.143843
74223,10.423349
74224,8.878373
74225,9.457207
74226,10.962921
74227,10.520809
74228,4.7227135
74229,11.551475
74230,8.995569
74231,8.153074
74232,10.955645
74233,5.8571362
74234,10.185555
74235,9.729557
74236,7.4854074
74237,10.243485
74238,8.12544
74239,6.4755135
74240,6.7987037
74241,7.2914443
74242,12.568551
74243,10.612057
74244,7.400263
74245,10.02538
74246,10.570926
74247,8.817164
74248,8.807847
74249,15.283054
74250,11.455885
74251,14.225886
74252,7.2733126
74253,12.138797
74254,10.833384
74255,11.124196
74256,9.966083
74257,15.979473
74258,3.9370248
74259,9.06106
74260,8.722002
74261,6.217706
74262,4.5403504
74263,9.204465
74264,9.244006
74265,12.509157
74266,7.7790756
74267,10.019546
74268,7.260284
74269,7.5060163
74270,8.715514
74271,12.477442
74272,14.339911
74273,6.9030175
74274,14.357292
74275,8.728179
74276,7.950795
74277,8.439388
74278,15.072124
74279,10.554881
74280,9.393994
74281,18.127518
74282,12.314567
74283,10.114189
74284,8.027251
74285,6.8295307
74286,10.834796
74287,12.663024
74288,12.667269
74289,7.630213
74290,10.164979
74291,12.069871
74292,9.444458
74293,5.906195
74294,10.5657
74295,13.419878
74296,11.640975
74297,10.576771
74298,22.164312
74299,12.943967
74300,10.537729
74301,11.531836
74302,9.807836
74303,9.589956
74304,11.576629
74305,9.1552105
74306,8.900743
74307,8.170829
74308,9.238899
74309,10.196041
74310,20.870808
74311,10.546379
74312,12.146283
74313,10.623767
74314,14.572141
74315,9.2598915
74316,11.185249
74317,10.701022
74318,12.775203
74319,12.0252905
74320,7.5682564
74321,9.764675
74322,10.528648
74323,9.474631
74324,13.213512
74325,9.039666
74326,8.106711
74327,9.43747
74328,14.731765
74329,8.06668
74330,8.415917
74331,5.978325
74332,10.375955
74333,16.116802
74334,13.592749
74335,11.132234
74336,8.600714
74337,7.8016715
74338,9.252804
74339,9.638008
74340,8.74902
74341,8.6309805
74342,7.957989
74343,8.110921
74344,11.790689
74345,10.411038
74346,7.5554624
74347,12.967391
74348,10.557308
74349,9.281243
74350,11.430241
74351,12.458885
74352,11.704906
74353,10.618307
74354,13.529376
74355,6.849111
74356,6.175706
74357,10.784371
74358,7.277856
74359,8.118392
74360,8.551646
74361,9.8885565
74362,8.489791
74363,9.251655
74364,9.71753
74365,5.3505497
74366,5.682403
74367,8.861616
74368,8.306437
74369,10.041555
74370,10.926449
74371,9.874989
74372,9.736869
74373,11.565107
74374,9.965984
74375,6.915758
74376,11.22995
74377,10.241739
74378,14.408427
74379,13.518241
74380,9.6631975
74381,9.766942
74382,11.674687
74383,7.975401
74384,10.452666
74385,8.756639
74386,13.335439
74387,10.325857
74388,8.09907
74389,8.510498
74390,6.6327944
74391,8.04448
74392,9.754431
74393,11.838353
74394,7.7405386
74395,9.879952
74396,9.483361
74397,7.255653
74398,8.65862
74399,11.818753
74400,11.815972
74401,9.12579
74402,8.496597
74403,10.962281
74404,6.905297
74405,14.823817
74406,5.186675
74407,9.669991
74408,9.95001
74409,13.895587
74410,10.554116
74411,11.513967
74412,12.660776
74413,8.621806
74414,12.496241
74415,13.96424
74416,10.556786
74417,17.235985
74418,7.8149986
74419,11.122701
74420,11.049593
74421,9.663623
74422,5.6858478
74423,10.290048
74424,8.316552
74425,7.3486032
74426,10.6344795
74427,9.830726
74428,10.15515
74429,14.997326
74430,5.873343
74431,5.566329
74432,11.501361
74433,13.196902
74434,11.427016
74435,12.375687
74436,12.815778
74437,11.336208
74438,10.69806
74439,7.9472957
74440,10.273359
74441,9.408721
74442,11.226126
74443,6.0073276
74444,8.750555
74445,11.805431
74446,10.854665
74447,10.18101
74448,4.7393956
74449,6.764154
74450,10.043833
74451,15.8464985
74452,11.656965
74453,6.725982
74454,9.950099
74455,8.763485
74456,9.050809
74457,7.2889576
74458,8.237723
74459,10.376703
74460,7.0543375
74461,12.344
74462,8.376514
74463,13.116137
74464,15.84219
74465,5.525688
74466,12.033355
74467,13.73056
74468,8.479335
74469,10.186246
74470,13.531008
74471,12.7837515
74472,13.634614
74473,16.891315
74474,4.55179
74475,11.645848
74476,13.070265
74477,8.11666
74478,9.839656
74479,13.98178
74480,9.750127
74481,8.338822
74482,9.133234
74483,9.5048
74484,11.306297
74485,14.493455
74486,6.4840274
74487,5.3116574
74488,12.977823
74489,8.28396
74490,7.039499
74491,9.294294
74492,6.4467025
74493,9.963721
74494,11.414426
74495,10.79505
74496,5.397082
74497,12.009882
74498,11.927955
74499,12.526972
74500,9.79824
74501,9.205376
74502,11.030357
74503,10.149928
74504,12.745769
74505,9.365577
74506,10.20989
74507,8.949366
74508,7.1516
74509,10.781058
74510,10.312648
74511,11.095532
74512,10.021498
74513,12.637747
74514,9.82943
74515,9.211698
74516,5.9873
74517,10.607142
74518,11.986164
74519,10.519143
74520,5.7355146
74521,9.545793
74522,10.162777
74523,12.258139
74524,8.721522
74525,7.202781
74526,8.066725
74527,10.345412
74528,10.610057
74529,10.077413
74530,10.024554
74531,10.569027
74532,11.06363
74533,10.01211
74534,7.596962
74535,12.208103
74536,5.881212
74537,7.2267632
74538,9.438637
74539,8.513446
74540,8.769102
74541,10.251397
74542,11.516499
74543,10.07545
74544,10.570136
74545,12.36485
74546,16.663307
74547,10.28749
74548,14.427663
74549,8.235496
74550,11.428833
74551,11.36328
74552,9.3493
74553,9.955697
74554,9.910695
74555,10.023291
74556,9.875524
74557,11.950318
74558,11.06065
74559,9.219043
74560,10.178849
74561,10.858973
74562,4.93827
74563,11.163543
74564,11.458291
74565,9.9182205
74566,9.664516
74567,15.938271
74568,5.599427
74569,17.098568
74570,11.392732
74571,4.1146545
74572,7.2147737
74573,15.034907
74574,11.153915
74575,7.2772846
74576,7.6163297
74577,7.7066364
74578,7.091343
74579,12.024785
74580,10.255007
74581,9.533888
74582,5.154559
74583,10.68831
74584,10.682392
74585,12.083801
74586,4.316275
74587,7.4821143
74588,9.4456005
74589,8.908999
74590,13.556399
74591,9.495235
74592,11.385084
74593,4.693605
74594,12.74028
74595,13.214949
74596,10.921897
74597,7.8860397
74598,6.1349607
74599,9.384469
74600,6.4281363
74601,7.245764
74602,10.151335
74603,5.005922
74604,13.853028
74605,5.8195996
74606,7.748671
74607,10.46219
74608,9.648321
74609,7.164765
74610,11.684712
74611,8.045664
74612,7.945057
74613,10.13671
74614,9.206272
74615,10.437097
74616,6.9911847
74617,11.383923
74618,8.081562
74619,8.277468
74620,9.287294
74621,5.971951
74622,8.262827
74623,7.3610506
74624,9.39171
74625,10.834063
74626,11.7435055
74627,9.466932
74628,14.7300005
74629,11.28397
74630,14.993064
74631,15.509033
74632,7.772983
74633,17.500988
74634,7.436059
74635,10.948841
74636,11.203592
74637,7.1657424
74638,7.224981
74639,9.544192
74640,7.865821
74641,7.225141
74642,8.116429
74643,10.665289
74644,10.065912
74645,4.340712
74646,8.463015
74647,10.085086
74648,12.772114
74649,7.3254433
74650,13.645373
74651,10.024388
74652,12.359439
74653,5.743788
74654,12.674166
74655,14.438328
74656,9.008207
74657,10.004373
74658,15.201572
74659,11.518439
74660,9.737859
74661,13.6773815
74662,8.336773
74663,11.861448
74664,11.78554
74665,15.975287
74666,10.5915365
74667,8.110364
74668,12.2423525
74669,9.302372
74670,12.718112
74671,10.327592
74672,9.283517
74673,9.515942
74674,7.589433
74675,11.664422
74676,9.64829
74677,10.702278
74678,10.152655
74679,9.3987875
74680,8.990312
74681,10.13197
74682,10.047681
74683,7.209077
74684,8.010474
74685,6.01096
74686,5.8502197
74687,9.27143
74688,10.7704115
74689,9.178462
74690,10.240485
74691,11.922521
74692,6.705476
74693,7.2163444
74694,10.193444
74695,10.112543
74696,6.0287404
74697,10.143859
74698,7.4321218
74699,12.659655
74700,8.166311
74701,9.514091
74702,16.052935
74703,6.7335367
74704,10.936046
74705,5.5875616
74706,6.1472344
74707,6.017382
74708,13.104304
74709,10.274289
74710,6.6368504
74711,13.264696
74712,14.623425
74713,7.7014155
74714,8.955599
74715,10.242128
74716,8.032311
74717,9.682902
74718,11.1296835
74719,10.620737
74720,8.760665
74721,9.287379
74722,12.676984
74723,10.253894
74724,11.95318
74725,17.017338
74726,12.565403
74727,8.469838
74728,12.4570265
74729,7.5434723
74730,11.350763
74731,10.979627
74732,15.999215
74733,12.350084
74734,7.252374
74735,10.735543
74736,8.266163
74737,10.281959
74738,7.965175
74739,11.439928
74740,8.906881
74741,8.24612
74742,11.327613
74743,9.860219
74744,13.5133
74745,8.707653
74746,11.627156
74747,11.740995
74748,11.298115
74749,9.15854
74750,8.064032
74751,9.805688
74752,8.358078
74753,6.8814473
74754,15.252232
74755,11.581252
74756,6.846543
74757,9.933634
74758,11.512633
74759,7.6507654
74760,10.733957
74761,7.842978
74762,7.5043936
74763,20.251968
74764,16.967264
74765,11.121301
74766,8.719161
74767,6.563444
74768,9.190806
74769,9.534261
74770,8.985742
74771,11.176325
74772,11.595462
74773,10.142158
74774,11.553226
74775,11.111014
74776,10.734415
74777,6.6388397
74778,6.3462167
74779,9.764108
74780,10.470089
74781,10.640947
74782,9.515819
74783,10.2714
74784,11.225336
74785,10.252964
74786,10.274841
74787,10.209592
74788,7.3806973
74789,4.3555746
74790,9.416977
74791,10.240346
74792,6.1927276
74793,6.1827426
74794,15.631525
74795,13.555586
74796,12.050585
74797,8.547234
74798,13.226968
74799,9.842758
74800,14.748736
74801,9.728698
74802,9.99838
74803,13.445069
74804,10.218169
74805,10.061956
74806,5.0050936
74807,5.168467
74808,7.60254
74809,15.679304
74810,6.6070313
74811,9.143109
74812,8.872584
74813,13.688587
74814,10.097691
74815,9.622986
74816,13.066305
74817,9.486735
74818,9.295194
74819,9.792807
74820,12.110907
74821,9.899637
74822,9.586037
74823,7.455688
74824,12.022424
74825,8.201374
74826,9.750613
74827,12.368236
74828,9.593321
74829,11.183852
74830,8.715847
74831,8.933406
74832,8.03517
74833,12.618791
74834,12.016918
74835,9.955388
74836,14.184472
74837,11.768744
74838,11.974487
74839,7.49461
74840,10.148052
74841,8.996206
74842,10.701232
74843,7.3391204
74844,9.247668
74845,9.3357115
74846,14.514283
74847,8.988917
74848,10.923221
74849,9.859115
74850,7.3355722
74851,8.335071
74852,10.002285
74853,5.064498
74854,14.664881
74855,13.576329
74856,10.489562
74857,14.026997
74858,9.503318
74859,11.999283
74860,10.874151
74861,15.38578
74862,9.991717
74863,8.542028
74864,12.029494
74865,12.206906
74866,11.576234
74867,12.930317
74868,9.240621
74869,10.951943
74870,10.079254
74871,10.654591
74872,12.218499
74873,11.756343
74874,13.334707
74875,11.937142
74876,10.120275
74877,11.427828
74878,7.417762
74879,7.422966
74880,10.734319
74881,9.866519
74882,8.934485
74883,9.47009
74884,7.461703
74885,12.832304
74886,13.493815
74887,5.5633726
74888,8.794163
74889,7.8068933
74890,8.911277
74891,10.803636
74892,9.781545
74893,9.772297
74894,10.030091
74895,8.290493
74896,12.596329
74897,10.134715
74898,10.05188
74899,11.686697
74900,11.771319
74901,7.244116
74902,5.8309593
74903,10.625245
74904,9.450182
74905,10.5612955
74906,10.155982
74907,5.138674
74908,10.141992
74909,10.056844
74910,11.548715
74911,9.044724
74912,10.462379
74913,13.87736
74914,10.213039
74915,6.209088
74916,14.116244
74917,7.029822
74918,14.225271
74919,9.922
74920,10.472422
74921,4.4409213
74922,8.284425
74923,9.812859
74924,11.0793705
74925,9.026483
74926,9.016574
74927,7.40553
74928,7.14998
74929,9.893483
74930,9.875404
74931,8.881965
74932,8.278573
74933,16.962652
74934,10.032754
74935,12.647166
74936,8.336083
74937,8.748188
74938,9.560615
74939,11.837151
74940,7.8305326
74941,12.434595
74942,7.8112326
74943,9.174263
74944,8.922175
74945,8.371468
74946,10.588558
74947,9.74429
74948,7.736714
74949,9.837318
74950,5.4274135
74951,12.819571
74952,13.541788
74953,13.847666
74954,9.900486
74955,11.485284
74956,7.161485
74957,9.354578
74958,8.843627
74959,8.637307
74960,10.58327
74961,18.89332
74962,9.962873
74963,12.717259
74964,9.170555
74965,7.9749217
74966,7.842266
74967,11.220599
74968,8.115335
74969,13.147823
74970,11.10067
74971,8.669064
74972,6.309934
74973,8.516205
74974,16.869638
74975,11.058325
74976,12.559319
74977,5.4390793
74978,5.964964
74979,6.59147
74980,9.648455
74981,6.578147
74982,9.250565
74983,5.4858456
74984,7.9670544
74985,13.32718
74986,3.9628003
74987,9.066363
74988,5.161072
74989,8.470868
74990,9.795803
74991,8.7208
74992,11.395508
74993,13.632407
74994,6.7298307
74995,10.008509
74996,11.050405
74997,7.4116254
74998,15.108013
74999,10.326071
75000,9.389498
75001,14.842835
75002,9.35908
75003,9.340726
75004,8.643271
75005,9.964691
75006,12.6321335
75007,10.943133
75008,12.116688
75009,8.25364
75010,9.739203
75011,10.677467
75012,11.395314
75013,4.857004
75014,6.7457457
75015,8.69043
75016,8.646841
75017,16.042536
75018,17.150204
75019,4.1519575
75020,13.3502865
75021,7.9852924
75022,10.711955
75023,12.153647
75024,4.2046747
75025,10.703166
75026,10.364268
75027,9.574581
75028,10.754327
75029,8.9641075
75030,9.518736
75031,11.378022
75032,10.269648
75033,9.194798
75034,6.9831634
75035,10.438228
75036,10.844622
75037,10.358075
75038,10.239601
75039,10.561581
75040,11.031193
75041,8.790713
75042,10.841421
75043,8.866161
75044,12.872923
75045,12.843405
75046,9.595463
75047,11.631121
75048,10.5991125
75049,9.354118
75050,10.803935
75051,6.5820975
75052,13.672385
75053,10.461714
75054,9.106254
75055,6.3301926
75056,8.897717
75057,10.832575
75058,11.078099
75059,7.8752327
75060,7.6645412
75061,12.275409
75062,8.758666
75063,6.008416
75064,9.274227
75065,4.960557
75066,8.593756
75067,10.476466
75068,7.433305
75069,13.097763
75070,19.768347
75071,9.349493
75072,11.142833
75073,8.720523
75074,8.204566
75075,6.805278
75076,10.612013
75077,8.119328
75078,9.589409
75079,8.669838
75080,8.08104
75081,8.045011
75082,9.524557
75083,8.867362
75084,14.909399
75085,11.002959
75086,9.050444
75087,12.159776
75088,6.2825894
75089,14.200145
75090,10.634285
75091,7.522374
75092,13.627199
75093,10.991272
75094,6.474944
75095,7.375397
75096,8.324391
75097,8.032394
75098,9.940572
75099,14.499759
75100,9.619576
75101,11.3491745
75102,9.938045
75103,8.892068
75104,6.4025664
75105,7.576955
75106,7.3131647
75107,12.930038
75108,7.889736
75109,9.510218
75110,13.513288
75111,11.033727
75112,8.499584
75113,7.5946517
75114,13.287683
75115,10.385228
75116,6.3856997
75117,8.403373
75118,11.869493
75119,8.667374
75120,11.018576
75121,10.815532
75122,7.710013
75123,10.695091
75124,6.283566
75125,9.977806
75126,12.670806
75127,9.794961
75128,9.653595
75129,8.357536
75130,5.812709
75131,9.794344
75132,13.242422
75133,12.347981
75134,8.156983
75135,10.603811
75136,15.406983
75137,9.634257
75138,7.908968
75139,7.5417466
75140,8.471863
75141,10.143294
75142,5.9094086
75143,10.2582855
75144,10.343201
75145,11.378875
75146,7.9719343
75147,10.33397
75148,10.768703
75149,9.340766
75150,5.8811007
75151,4.8833275
75152,6.017525
75153,15.263189
75154,7.846574
75155,8.843764
75156,10.008496
75157,12.026756
75158,12.868678
75159,6.5796824
75160,10.056876
75161,6.8182187
75162,10.017963
75163,8.103837
75164,13.426309
75165,11.136272
75166,12.276757
75167,4.910992
75168,6.942181
75169,18.018736
75170,7.921655
75171,9.927879
75172,10.722422
75173,10.610114
75174,14.610734
75175,9.692781
75176,11.945165
75177,11.541156
75178,4.7217183
75179,10.489755
75180,10.439378
75181,10.4172
75182,10.284298
75183,14.023536
75184,12.562802
75185,9.490104
75186,10.022384
75187,11.5638685
75188,8.103116
75189,10.800845
75190,7.5711727
75191,11.230407
75192,11.127711
75193,15.5574875
75194,8.197964
75195,9.50873
75196,6.744368
75197,7.308379
75198,11.066298
75199,6.9124885
75200,11.101057
75201,8.920455
75202,6.4452085
75203,10.235002
75204,11.777175
75205,8.355667
75206,9.77311
75207,9.836198
75208,10.505957
75209,11.152796
75210,12.188926
75211,9.945602
75212,9.97117
75213,13.611373
75214,9.373609
75215,9.439985
75216,10.3884535
75217,10.808002
75218,11.416619
75219,15.531884
75220,9.334073
75221,11.274233
75222,8.598443
75223,8.772374
75224,7.43239
75225,8.794087
75226,12.505068
75227,5.9127607
75228,10.595601
75229,10.015113
75230,6.426032
75231,10.17577
75232,9.875227
75233,13.675114
75234,9.570777
75235,7.9007344
75236,12.840149
75237,6.7876563
75238,6.7579656
75239,11.592015
75240,6.8689117
75241,8.447726
75242,9.0282545
75243,11.121337
75244,7.328255
75245,12.937428
75246,13.715252
75247,10.489081
75248,7.5980577
75249,10.943932
75250,11.01012
75251,10.679569
75252,9.723816
75253,10.526267
75254,12.226255
75255,14.124934
75256,8.971987
75257,16.74022
75258,11.374349
75259,12.492328
75260,5.9367347
75261,10.900964
75262,14.455716
75263,7.540733
75264,10.4074335
75265,9.113511
75266,10.962352
75267,10.614015
75268,12.196751
75269,9.60505
75270,5.546835
75271,8.236927
75272,9.032941
75273,4.222777
75274,10.214524
75275,10.65673
75276,12.880661
75277,6.5962024
75278,12.897276
75279,6.8602524
75280,5.0904384
75281,7.861995
75282,10.016547
75283,8.527612
75284,12.341623
75285,13.816832
75286,10.837374
75287,5.859782
75288,10.735071
75289,12.547832
75290,16.515978
75291,11.222599
75292,10.65409
75293,10.494022
75294,12.076391
75295,9.130519
75296,5.4876747
75297,9.119837
75298,9.455768
75299,8.395875
75300,12.520887
75301,12.238217
75302,9.339407
75303,6.4801545
75304,11.109903
75305,10.270186
75306,7.1855516
75307,9.657304
75308,10.768085
75309,7.0493264
75310,11.423368
75311,9.380195
75312,14.669809
75313,9.501112
75314,9.604498
75315,10.580645
75316,5.523595
75317,9.093162
75318,10.1736145
75319,13.452628
75320,9.222398
75321,10.329855
75322,10.553009
75323,7.033941
75324,8.934632
75325,10.095335
75326,8.714178
75327,5.752765
75328,11.406998
75329,5.5730324
75330,7.9525805
75331,11.363236
75332,11.837201
75333,9.132207
75334,12.334304
75335,6.283923
75336,12.0978565
75337,10.715421
75338,10.645275
75339,11.899515
75340,10.826575
75341,8.715793
75342,5.008322
75343,9.538982
75344,10.814415
75345,9.432659
75346,13.379935
75347,9.493149
75348,3.8996427
75349,12.219775
75350,7.8349543
75351,5.6323037
75352,5.1398544
75353,8.450097
75354,6.455686
75355,7.041748
75356,9.908304
75357,9.995089
75358,11.957142
75359,8.287176
75360,6.945302
75361,7.0829415
75362,10.768445
75363,11.431717
75364,9.463679
75365,7.1984353
75366,7.224509
75367,10.097455
75368,14.8180685
75369,9.051511
75370,10.362158
75371,7.426025
75372,7.9472136
75373,8.679212
75374,6.41191
75375,15.690092
75376,18.56523
75377,13.082311
75378,11.271886
75379,9.78601
75380,7.564429
75381,14.88806
75382,7.343171
75383,7.0331006
75384,18.142221
75385,8.275234
75386,11.040739
75387,10.270084
75388,10.370287
75389,12.930411
75390,13.871671
75391,11.282429
75392,6.730491
75393,17.01068
75394,11.23843
75395,7.125402
75396,12.764365
75397,11.249872
75398,6.716973
75399,11.735593
75400,6.6117487
75401,12.336619
75402,9.254698
75403,13.519043
75404,9.593467
75405,13.180645
75406,6.7031584
75407,5.6579304
75408,9.776184
75409,9.923545
75410,14.786927
75411,14.140303
75412,6.8389196
75413,8.128774
75414,9.647832
75415,9.137674
75416,6.2538185
75417,8.74052
75418,10.153636
75419,7.8558116
75420,12.737778
75421,9.766101
75422,11.20832
75423,10.750679
