id,Age
74051,7.8760285
74052,8.18696
74053,8.908575
74054,8.725328
74055,7.9003615
74056,12.740708
74057,10.00575
74058,8.252117
74059,14.929209
74060,12.644837
74061,14.8401
74062,11.400624
74063,4.497173
74064,12.128877
74065,5.13656
74066,4.2867446
74067,13.367775
74068,14.295556
74069,11.7926445
74070,11.959954
74071,19.677475
74072,11.121085
74073,7.5597806
74074,8.873421
74075,16.237938
74076,7.976624
74077,12.186008
74078,11.013318
74079,9.360645
74080,9.763092
74081,11.246339
74082,8.695846
74083,9.732972
74084,12.8278885
74085,11.291561
74086,6.8725224
74087,6.750172
74088,13.963572
74089,8.059111
74090,11.440937
74091,8.035979
74092,9.193083
74093,9.001125
74094,10.620405
74095,16.50015
74096,11.285482
74097,6.0341077
74098,6.978269
74099,10.552484
74100,10.029765
74101,6.941264
74102,11.330321
74103,12.7327175
74104,10.307041
74105,8.838147
74106,13.86071
74107,9.863167
74108,4.345916
74109,13.045847
74110,4.5275617
74111,10.139398
74112,6.279157
74113,9.508167
74114,11.887866
74115,8.279093
74116,10.126951
74117,10.520916
74118,9.041727
74119,9.197529
74120,19.160255
74121,8.807942
74122,6.1841297
74123,11.185858
74124,4.8313518
74125,6.6978393
74126,7.1093225
74127,12.831296
74128,9.98546
74129,9.821503
74130,9.19352
74131,9.467365
74132,8.164315
74133,12.171395
74134,11.514241
74135,6.018611
74136,6.5019174
74137,4.9988327
74138,9.91132
74139,11.566627
74140,15.306801
74141,10.193291
74142,10.765127
74143,9.339118
74144,15.566514
74145,13.075753
74146,7.6671286
74147,12.701581
74148,5.282037
74149,10.233359
74150,7.515821
74151,8.1784935
74152,11.838624
74153,8.665511
74154,7.8288302
74155,6.312146
74156,13.157422
74157,11.042219
74158,11.16329
74159,9.818832
74160,7.550751
74161,9.788469
74162,10.8978615
74163,8.121292
74164,8.679437
74165,12.009674
74166,9.943999
74167,11.876442
74168,20.139965
74169,10.294628
74170,9.975242
74171,12.341497
74172,11.922719
74173,6.749557
74174,11.492085
74175,11.863638
74176,9.499458
74177,11.070669
74178,13.900485
74179,10.297607
74180,5.777885
74181,8.522239
74182,12.656446
74183,6.7818847
74184,9.287702
74185,12.821196
74186,12.562309
74187,9.167303
74188,10.303709
74189,5.270452
74190,8.989011
74191,10.577385
74192,11.332546
74193,10.665045
74194,3.7748215
74195,9.18721
74196,14.93809
74197,8.342978
74198,6.4120965
74199,10.354904
74200,9.906934
74201,8.302778
74202,10.795467
74203,10.858883
74204,8.431219
74205,8.900315
74206,10.115171
74207,10.435221
74208,13.632012
74209,17.132105
74210,10.412278
74211,6.7705255
74212,11.585966
74213,11.863652
74214,11.389779
74215,11.450474
74216,9.137395
74217,17.704563
74218,10.549462
74219,8.382037
74220,14.706759
74221,6.6028576
74222,10.440657
74223,9.916182
74224,9.010993
74225,9.067987
74226,10.517765
74227,10.082778
74228,4.2549014
74229,10.926482
74230,10.171666
74231,8.632734
74232,10.270761
74233,5.431602
74234,9.936968
74235,9.605561
74236,7.485562
74237,12.66515
74238,7.2516646
74239,6.563619
74240,5.7464266
74241,7.3455153
74242,11.633912
74243,10.454121
74244,7.767675
74245,10.528752
74246,10.7175665
74247,10.834852
74248,8.996988
74249,16.308575
74250,11.353977
74251,16.618025
74252,6.366679
74253,12.127917
74254,10.701072
74255,10.975671
74256,9.313189
74257,19.760426
74258,4.620251
74259,9.844641
74260,10.59696
74261,4.8702
74262,4.5933347
74263,6.6357164
74264,9.733994
74265,11.389602
74266,6.785628
74267,8.772307
74268,6.7254696
74269,6.904038
74270,8.758239
74271,14.437415
74272,16.428553
74273,6.38775
74274,14.896231
74275,9.12368
74276,7.1492543
74277,7.6434083
74278,14.409907
74279,9.82246
74280,9.286082
74281,18.938549
74282,13.546284
74283,9.629472
74284,7.9447155
74285,6.5959296
74286,10.564469
74287,13.659176
74288,11.901941
74289,7.8992195
74290,9.949161
74291,12.721666
74292,10.275139
74293,5.7037435
74294,10.509994
74295,14.225455
74296,11.310943
74297,12.251215
74298,23.11191
74299,14.960954
74300,10.865552
74301,16.130713
74302,9.303215
74303,9.850271
74304,11.364593
74305,9.239607
74306,9.685957
74307,8.191893
74308,7.1456985
74309,10.089981
74310,18.645538
74311,12.534981
74312,9.894534
74313,10.319917
74314,16.219362
74315,8.872215
74316,12.014733
74317,11.2540655
74318,15.457473
74319,12.741889
74320,8.3264
74321,9.469233
74322,9.123029
74323,7.954972
74324,12.527462
74325,10.399367
74326,5.8093195
74327,9.532933
74328,13.645985
74329,8.927172
74330,8.27086
74331,5.648334
74332,10.673796
74333,16.91003
74334,15.083761
74335,12.113275
74336,8.141234
74337,5.794217
74338,8.833649
74339,10.778337
74340,7.88889
74341,9.443934
74342,8.368256
74343,7.807575
74344,11.5048485
74345,11.868559
74346,7.6132
74347,13.174824
74348,11.308994
74349,8.614286
74350,10.716725
74351,10.790761
74352,12.694384
74353,10.948797
74354,13.927041
74355,7.083027
74356,5.651974
74357,11.068966
74358,7.1789937
74359,7.9413085
74360,8.118805
74361,9.285169
74362,9.225062
74363,9.652553
74364,9.114024
74365,5.1034484
74366,6.836686
74367,10.2858305
74368,8.353661
74369,12.702443
74370,9.83691
74371,10.841713
74372,8.935513
74373,13.251748
74374,10.757903
74375,6.7488656
74376,12.535554
74377,9.83216
74378,13.792002
74379,14.040499
74380,10.179357
74381,10.330146
74382,12.036957
74383,8.264302
74384,11.141546
74385,9.2972145
74386,12.684506
74387,9.31301
74388,8.361697
74389,7.5424447
74390,5.9722185
74391,7.9105153
74392,9.687965
74393,11.628715
74394,7.360796
74395,10.80429
74396,8.26524
74397,7.925548
74398,8.917049
74399,12.733424
74400,11.323527
74401,10.631263
74402,8.477152
74403,9.439474
74404,6.8032928
74405,13.608467
74406,4.4455876
74407,10.17079
74408,9.979949
74409,12.466624
74410,10.685643
74411,11.046458
74412,13.255554
74413,10.025992
74414,11.669815
74415,12.413551
74416,12.497826
74417,19.222853
74418,8.446817
74419,10.381831
74420,11.336024
74421,10.4852705
74422,5.8940463
74423,11.134264
74424,8.650291
74425,8.202493
74426,10.888337
74427,10.989463
74428,10.323618
74429,15.024224
74430,5.734908
74431,5.5908246
74432,13.429245
74433,13.339519
74434,10.477297
74435,12.300147
74436,13.918833
74437,11.354506
74438,10.028882
74439,7.376314
74440,8.191754
74441,9.166543
74442,10.8630705
74443,5.3530354
74444,9.40162
74445,11.138806
74446,11.838433
74447,11.113005
74448,4.7606945
74449,7.1167912
74450,9.470342
74451,15.89248
74452,10.97108
74453,7.1880484
74454,9.852604
74455,10.442676
74456,10.950552
74457,7.239729
74458,8.288293
74459,10.074926
74460,6.6001344
74461,11.486334
74462,7.850575
74463,13.80227
