id,Age
74051,7.5491915
74052,7.5618386
74053,10.601065
74054,9.302263
74055,7.5880356
74056,12.54737
74057,11.526352
74058,7.9208007
74059,12.598287
74060,10.302347
74061,12.342245
74062,10.069167
74063,4.3675466
74064,13.135275
74065,5.4271703
74066,6.2826543
74067,11.110233
74068,12.91942
74069,10.808021
74070,10.486922
74071,16.25242
74072,9.472198
74073,8.887608
74074,9.235152
74075,12.488738
74076,9.497525
74077,12.542589
74078,10.968396
74079,9.139382
74080,11.591586
74081,10.954715
74082,10.425897
74083,10.588473
74084,12.095445
74085,11.267868
74086,7.087426
74087,8.648804
74088,11.164326
74089,8.717852
74090,10.212472
74091,8.36218
74092,9.758878
74093,10.518937
74094,9.924738
74095,17.183235
74096,12.074467
74097,6.553246
74098,6.2375736
74099,13.541278
74100,10.012707
74101,11.195837
74102,9.386914
74103,12.353421
74104,9.831142
74105,8.895359
74106,11.485959
74107,9.793371
74108,5.0921884
74109,10.004826
74110,5.4271703
74111,10.933263
74112,6.7869115
74113,8.230213
74114,10.881894
74115,9.676856
74116,10.805453
74117,13.62542
74118,9.961722
74119,9.185948
74120,16.821726
74121,9.736847
74122,7.087426
74123,12.222407
74124,4.913491
74125,7.3717284
74126,7.3717284
74127,11.615036
74128,11.053863
74129,9.169006
74130,10.63702
74131,10.430599
74132,7.421005
74133,10.51014
74134,12.137624
74135,4.5747986
74136,6.377302
74137,5.4271703
74138,17.843122
74139,10.741004
74140,14.6339655
74141,9.536632
74142,10.84137
74143,14.491737
74144,14.42163
74145,11.0986185
74146,7.846495
74147,10.277951
74148,5.449132
74149,10.760411
74150,8.195982
74151,9.042081
74152,14.440545
74153,10.941407
74154,8.636597
74155,6.595723
74156,13.201216
74157,10.88717
74158,11.9348955
74159,10.625667
74160,13.299322
74161,9.871081
74162,9.66257
74163,10.078014
74164,9.872659
74165,10.575822
74166,8.97066
74167,11.131356
74168,10.666571
74169,11.615444
74170,10.442782
74171,12.65008
74172,11.593685
74173,7.6395826
74174,11.582411
74175,9.697575
74176,9.357987
74177,11.338047
74178,13.085701
74179,12.961588
74180,6.241156
74181,8.7068405
74182,10.61023
74183,7.3717284
74184,11.951085
74185,12.5367
74186,10.094952
74187,9.640475
74188,12.171049
74189,6.267789
74190,8.9893465
74191,10.762758
74192,11.52411
74193,9.189249
74194,4.238655
74195,12.436112
74196,12.540207
74197,10.326611
74198,6.733041
74199,9.772833
74200,10.998063
74201,8.660082
74202,12.183076
74203,11.169966
74204,11.371066
